,p1,p2,beta
1365,110629,78632,1
1366,110629,91532,1
1367,110752,35471,1
1368,110752,47054,1
1369,110752,101481,1
1370,111307,6940,1
1371,111307,21855,1
1372,111307,53297,1
1373,111307,55163,1
1374,111307,69976,1
1375,111307,85322,1
1376,111307,93464,1
1377,111376,11187,1
1378,111451,96371,1
1379,111451,96520,1
1380,111908,3633,1
1381,111908,15184,1
1382,111908,37430,1
1383,111908,92462,1
1384,111908,97392,1
1385,112034,21802,1
1386,112034,46047,1
1387,112034,52825,1
1388,112034,73256,1
1389,112054,8700,1
1390,112054,9601,1
1391,112054,26262,1
1392,112054,91301,1
1393,112077,3396,1
1394,112077,13385,1
1395,112077,35542,1
1396,112077,43831,1
1397,112077,45467,1
1398,112077,86622,1
1399,112144,29362,1
1400,112144,43021,1
1401,112144,50451,1
1402,112144,52563,1
1403,112144,87595,1
1404,112144,104679,1
1405,112743,6393,1
1406,112743,19598,1
1407,112743,24105,1
1408,112743,28122,1
1409,112743,65954,1
1410,112743,91479,1
1411,112743,101908,1
1412,112743,108619,1
1413,112886,28614,1
1414,113005,9037,1
1415,113005,12905,1
1416,113005,27855,1
1417,113005,31533,1
1418,113005,63884,1
1419,113005,103237,1
1420,113285,23063,1
1421,113285,31533,1
1422,113285,48947,1
1423,113285,55849,1
1424,113285,63884,1
1425,113436,3388,1
1426,113436,27004,1
1427,113436,32930,1
1428,113436,48982,1
1429,113436,50451,1
1430,113779,21532,1
1431,113779,76746,1
1432,113793,16130,1
1433,113793,35786,1
1434,113793,48015,1
1435,113811,9704,1
1436,113811,57183,1
1437,113811,101815,1
1438,113882,26714,1
1439,113882,49161,1
1440,113882,70489,1
1441,113882,72911,1
1442,113882,76330,1
1443,114204,17244,1
1444,114204,22105,1
1445,114204,36623,1
1446,114204,105472,1
1447,114860,17266,1
1448,114860,36844,1
1449,114860,41756,1
1450,114860,49062,1
1451,114861,11187,1
1452,114861,32606,1
1453,114861,97123,1
1454,114950,33821,1
1455,114950,68203,1
1456,114950,94132,1
1457,114950,106038,1
1458,114950,109677,1
1459,114963,62,1
1460,114963,866,1
1461,114963,2946,1
1462,114963,23900,1
1463,114963,29247,1
1464,114963,66478,1
1465,114987,12114,1
1466,114987,84461,1
1467,115232,69809,1
1468,115232,70826,1
1469,115232,112034,1
1470,115264,1010,1
1471,115264,30966,1
1472,115825,26262,1
1473,115825,73728,1
1474,115825,85478,1
1475,115825,86345,1
1476,115825,92961,1
1477,115860,24161,1
1478,115860,40560,1
1479,115895,32588,1
1480,115895,44301,1
1481,115895,73292,1
1482,115895,111908,1
1483,115916,29351,1
1484,115916,64455,1
1485,115916,73504,1
1486,115916,78596,1
1487,115928,28404,1
1488,115928,40856,1
1489,115928,58444,1
1490,115928,97404,1
1491,115928,114987,1
1492,115995,47114,1
1493,115995,78632,1
1494,115995,86382,1
1495,116094,8332,1
1496,116094,95267,1
1497,116094,107137,1
1498,116229,1478,1
1499,116229,6721,1
1500,116229,12114,1
1501,116229,76122,1
1502,116229,89561,1
1503,116229,101737,1
1504,116365,5381,1
1505,116365,10257,1
1506,116365,17745,1
1507,116365,37339,1
1508,116365,73256,1
1509,116365,83478,1
1510,116365,92670,1
1511,116365,106971,1
1512,116452,78600,1
1513,116452,79874,1
1514,116452,88567,1
1515,116452,111376,1
1516,116556,10756,1
1517,116556,43021,1
1518,116556,101942,1
1519,116580,22105,1
1520,116580,53297,1
1521,116580,55163,1
1522,116580,96881,1
1523,116580,101774,1
1524,116580,114204,1
1525,116710,24161,1
1526,116710,28809,1
1527,116710,69636,1
1528,116710,88870,1
1529,116710,115860,1
1530,116825,11525,1
1531,116825,29406,1
1532,116825,37611,1
1533,116825,52825,1
1534,116825,80932,1
1535,116825,92304,1
1536,116987,1042,1
1537,116987,40638,1
1538,116987,74064,1
1539,116987,82540,1
1540,116987,84717,1
1541,116987,89834,1
1542,117151,52297,1
1543,117151,54400,1
1544,117151,56622,1
1545,117151,83478,1
1546,117151,116365,1
1547,117336,2423,1
1548,117336,39188,1
1549,117336,63453,1
1550,117336,76180,1
1551,117467,9172,1
1552,117467,48009,1
1553,117467,62824,1
1554,117587,15683,1
1555,117587,25824,1
1556,117587,56151,1
1557,117587,59604,1
1558,117587,78822,1
1559,117587,95801,1
1560,117587,115232,1
1561,117606,43854,1
1562,117606,48947,1
1563,117606,58677,1
1564,117606,102018,1
1565,117644,20495,1
1566,117644,47803,1
1567,117644,103890,1
1568,117699,3449,1
1569,117699,5212,1
1570,117699,24893,1
1571,117699,28252,1
1572,117699,60044,1
1573,117699,75279,1
1574,117699,91532,1
1575,117699,100441,1
1576,117832,8643,1
1577,117832,50903,1
1578,117832,104639,1
1579,117888,21532,1
1580,117888,71048,1
1581,117888,105472,1
1582,117972,16518,1
1583,117972,31081,1
1584,117972,38217,1
1585,117972,56569,1
1586,117972,60030,1
1587,117972,79207,1
1588,117982,28614,1
1589,117982,47866,1
1590,117982,57682,1
1591,117982,94269,1
1592,117982,112886,1
1593,118053,2139,1
1594,118053,17266,1
1595,118053,66826,1
1596,118053,66925,1
1597,118053,75102,1
1598,118053,83653,1
1599,118272,20530,1
1600,118272,39875,1
1601,118272,52262,1
1602,118272,52563,1
1603,118272,53941,1
1604,118479,5212,1
1605,118479,43465,1
1606,118479,43854,1
1607,118479,53379,1
1608,118762,35542,1
1609,118762,60403,1
1610,118762,60661,1
1611,118762,100797,1
1612,118762,106971,1
1613,118844,69636,1
1614,118844,116710,1
1615,119163,3987,1
1616,119163,17326,1
1617,119163,45239,1
1618,119163,76842,1
1619,119163,99612,1
1620,119163,100455,1
1621,119324,10777,1
1622,119324,20856,1
1623,119324,24943,1
1624,119324,69993,1
1625,119324,115264,1
1626,119461,3281,1
1627,119461,3781,1
1628,119461,6393,1
1629,119461,8730,1
1630,119461,11314,1
1631,119461,16288,1
1632,119461,29586,1
1633,119461,31895,1
1634,119461,43465,1
1635,119461,85365,1
1636,119461,88731,1
1637,119461,108619,1
1638,119461,115860,1
1639,119866,21190,1
1640,119866,21326,1
1641,119866,35793,1
1642,119866,46084,1
1643,119866,85478,1
1644,119866,101278,1
1645,119958,22854,1
1646,119958,42123,1
1647,119958,50159,1
1648,119958,104679,1
1649,119974,33156,1
1650,119974,43905,1
1651,119974,63778,1
1652,119974,106566,1
1653,119989,18461,1
1654,119989,35952,1
1655,120317,1010,1
1656,120317,30966,1
1657,120317,45329,1
1658,120317,50201,1
1659,120317,60044,1
1660,120377,2666,1
1661,120377,11314,1
1662,120377,23063,1
1663,120377,43854,1
1664,120377,48982,1
1665,120377,53379,1
1666,120377,78477,1
1667,120377,92247,1
1668,120377,118479,1
1669,120942,56546,1
1670,120942,58677,1
1671,120942,64671,1
1672,120942,67341,1
1673,120982,27928,1
1674,120982,45776,1
1675,120982,46084,1
1676,120982,46551,1
1677,120982,56336,1
1678,121102,12796,1
1679,121102,25474,1
1680,121102,56336,1
1681,121102,120982,1
1682,121229,19598,1
1683,121229,29586,1
1684,121229,51140,1
1685,121229,99612,1
1686,121384,28847,1
1687,121384,38628,1
1688,121384,45329,1
1689,121384,87498,1
1690,121564,7940,1
1691,121564,29415,1
1692,121564,29586,1
1693,121564,41013,1
1694,121564,48947,1
1695,121564,75757,1
1696,121619,85288,1
1697,121619,90827,1
1698,121619,101737,1
1699,121622,141,1
1700,121622,1159,1
1701,121622,12932,1
1702,121622,20507,1
1703,121622,70046,1
1704,121622,76330,1
1705,121622,92300,1
1706,121630,27592,1
1707,121630,29247,1
1708,121630,31895,1
1709,121630,102076,1
1710,121630,109109,1
1711,121804,67438,1
1712,121804,91462,1
1713,121804,108852,1
1714,121965,12114,1
1715,121965,58291,1
1716,121965,73728,1
1717,121965,76854,1
1718,121965,114987,1
1719,121965,116452,1
1720,122509,30131,1
1721,122509,34434,1
1722,122509,35656,1
1723,122509,46420,1
1724,122509,66357,1
1725,122509,86502,1
1726,122641,36623,1
1727,122641,69976,1
1728,122641,88870,1
1729,122641,114204,1
1730,122659,4557,1
1731,122659,12772,1
1732,122659,30582,1
1733,122659,39574,1
1734,122928,1060,1
1735,122928,53908,1
1736,122928,72068,1
1737,122928,86345,1
1738,122928,101278,1
1739,123028,35786,1
1740,123028,40638,1
1741,123028,44000,1
1742,123028,48015,1
1743,123208,32343,1
1744,123208,32606,1
1745,123208,97123,1
1746,123208,114861,1
1747,123301,33701,1
1748,123301,33821,1
1749,123301,47605,1
1750,123301,53174,1
1751,123301,82540,1
1752,123301,86945,1
1753,123301,103597,1
1754,123421,6818,1
1755,123421,15960,1
1756,123421,23949,1
1757,123421,31453,1
1758,123421,101278,1
1759,123573,31219,1
1760,123573,35471,1
1761,123573,36737,1
1762,123573,47054,1
1763,123573,47489,1
1764,123573,61979,1
1765,123778,9377,1
1766,123778,11314,1
1767,123778,44615,1
1768,123778,107228,1
1769,124160,22729,1
1770,124160,36844,1
1771,124160,41756,1
1772,124160,49062,1
1773,124160,87979,1
1774,124213,14859,1
1775,124213,68730,1
1776,124323,24105,1
1777,124323,28122,1
1778,124323,92828,1
1779,124443,210,1
1780,124443,8372,1
1781,124443,62902,1
1782,124443,78236,1
1783,124443,115916,1
1784,124536,18461,1
1785,124536,79629,1
1786,124536,119989,1
1787,124777,4999,1
1788,124777,6142,1
1789,124777,26714,1
1790,124777,39508,1
1791,124777,42555,1
1792,124777,100233,1
1793,124978,24131,1
1794,124978,27743,1
1795,124978,68730,1
1796,124978,124213,1
1797,125054,17258,1
1798,125054,46202,1
1799,125054,89988,1
1800,125054,121804,1
1801,125117,22390,1
1802,125117,35450,1
1803,125117,43465,1
1804,125117,65954,1
1805,125117,67289,1
1806,125117,91479,1
1807,125117,101908,1
1808,125117,112743,1
1809,125497,31317,1
1810,125497,62824,1
1811,125497,68377,1
1812,125497,98158,1
1813,125497,104628,1
1814,125497,117467,1
1815,125551,14014,1
1816,125551,47567,1
1817,125551,92477,1
1818,125691,11314,1
1819,125691,48982,1
1820,125691,83245,1
1821,125691,89988,1
1822,125691,107228,1
1823,125691,121804,1
1824,126268,42555,1
1825,126268,83804,1
1826,126268,103936,1
1827,126472,7240,1
1828,126472,40638,1
1829,126472,43709,1
1830,126472,86945,1
1831,126472,104879,1
1832,126524,31508,1
1833,126524,71048,1
1834,126621,18509,1
1835,126621,72116,1
1836,126806,10756,1
1837,126806,28847,1
1838,126806,101942,1
1839,126806,116556,1
1840,126806,125054,1
1841,126847,2423,1
1842,126847,63453,1
1843,126847,72774,1
1844,126918,17244,1
1845,126918,36623,1
1846,126918,50903,1
1847,126918,88870,1
1848,126918,105472,1
1849,126918,114204,1
1850,126918,121384,1
1851,126918,122641,1
1852,127301,26507,1
1853,127301,30084,1
1854,127301,71048,1
1855,127301,117699,1
1856,127301,126524,1
1857,127496,35119,1
1858,127496,35952,1
1859,127496,97071,1
1860,127496,116229,1
1861,127496,119989,1
1862,127570,8332,1
1863,127570,22729,1
1864,127570,41756,1
1865,127570,87979,1
1866,127570,105967,1
1867,127575,22566,1
1868,127575,47023,1
1869,128118,68357,1
1870,128118,113779,1
1871,128252,5212,1
1872,128252,12905,1
1873,128252,42807,1
1874,128252,103237,1
1875,128255,22566,1
1876,128255,127575,1
1877,128472,25916,1
1878,128472,33701,1
1879,128472,33821,1
1880,128472,53174,1
1881,128472,86945,1
1882,128472,106038,1
1883,128472,114950,1
1884,128586,27638,1
1885,128586,31941,1
1886,128586,33156,1
1887,128586,43905,1
1888,128586,63778,1
1889,128586,106566,1
1890,128587,39429,1
1891,128587,69111,1
1892,128701,40615,1
1893,128701,45957,1
1894,128715,11791,1
1895,128715,28404,1
1896,128715,40856,1
1897,128715,57973,1
1898,128715,69772,1
1899,128715,108431,1
1900,128715,115928,1
1901,128778,12753,1
1902,128778,97101,1
1903,128778,106252,1
1904,128976,20429,1
1905,128976,52262,1
1906,128976,66478,1
1907,128976,69661,1
1908,129424,15960,1
1909,129424,45776,1
1910,129424,46551,1
1911,129424,56336,1
1912,129424,98941,1
1913,129424,120982,1
1914,129971,1010,1
1915,129971,24934,1
1916,129971,49309,1
1917,129971,105552,1
1918,129982,210,1
1919,129982,7558,1
1920,129982,8372,1
1921,129982,45848,1
1922,129982,84724,1
1923,129982,124443,1
1924,130047,32930,1
1925,130047,55849,1
1926,130047,113285,1
1927,130129,8422,1
1928,130129,18322,1
1929,130129,63805,1
1930,130129,78596,1
1931,130129,110473,1
1932,130129,115916,1
1933,130266,4337,1
1934,130266,47912,1
1935,130266,55125,1
1936,130266,106972,1
1937,130616,62,1
1938,130616,19871,1
1939,130616,24169,1
1940,130616,87074,1
1941,130675,1010,1
1942,130675,69498,1
1943,130675,129971,1
1944,130689,11325,1
1945,130689,31949,1
1946,130689,44301,1
1947,130689,97101,1
1948,130689,128778,1
1949,131095,18461,1
1950,131095,23949,1
1951,131095,35119,1
1952,131095,119989,1
1953,131095,127496,1
1954,131129,34434,1
1955,131129,35656,1
1956,131129,46420,1
1957,131129,66357,1
1958,131129,122509,1
1959,131175,2515,1
1960,131175,10257,1
1961,131175,16101,1
1962,131175,50436,1
1963,131175,67917,1
1964,131175,73256,1
1965,131175,93553,1
1966,131175,101438,1
1967,131313,5758,1
1968,131313,11325,1
1969,131465,43709,1
1970,131465,47605,1
1971,131465,74064,1
1972,131566,22854,1
1973,131566,24512,1
1974,131566,42839,1
1975,131566,52898,1
1976,131566,57020,1
1977,131638,23898,1
1978,131638,37044,1
1979,131638,55699,1
1980,131638,64911,1
1981,131638,79874,1
1982,131638,107349,1
1983,132202,36737,1
1984,132202,47489,1
1985,132202,67430,1
1986,132202,69231,1
1987,132202,123573,1
1988,132414,37808,1
1989,132414,56151,1
1990,132414,59604,1
1991,132414,70133,1
1992,132414,78822,1
1993,132414,117587,1
1994,132450,3449,1
1995,132450,5950,1
1996,132450,24893,1
1997,132450,100441,1
1998,132450,119461,1
1999,132526,44764,1
2000,132526,66925,1
2001,132733,22105,1
2002,132733,28252,1
2003,132733,28847,1
2004,132733,38628,1
2005,132733,45329,1
2006,132733,63647,1
2007,132733,121384,1
2008,132801,93,1
2009,132801,4381,1
2010,132801,31081,1
2011,132801,38217,1
2012,132801,56569,1
2013,132801,60030,1
2014,132801,79207,1
2015,132801,117972,1
2016,133160,19871,1
2017,133160,48593,1
2018,133160,52262,1
2019,133160,87074,1
2020,133160,130616,1
2021,133199,1396,1
2022,133199,57687,1
2023,133199,66342,1
2024,133535,14014,1
2025,133535,17162,1
2026,133535,47567,1
2027,133535,104628,1
2028,133636,6142,1
2029,133636,23533,1
2030,133636,28732,1
2031,133636,37430,1
2032,133636,88347,1
2033,133636,128778,1
2034,133723,22854,1
2035,133723,24512,1
2036,133723,31508,1
2037,133829,18946,1
2038,133829,39429,1
2039,133829,63453,1
2040,133829,96399,1
2041,133829,128587,1
2042,133921,2423,1
2043,133921,63453,1
2044,133921,75452,1
2045,133921,117336,1
2046,133921,126847,1
2047,134247,35450,1
2048,134247,65954,1
2049,134247,82323,1
2050,134247,83266,1
2051,134247,91479,1
2052,134716,72116,1
2053,134716,77513,1
2054,134716,126621,1
2055,134745,8473,1
2056,134745,17039,1
2057,134745,78393,1
2058,134809,24131,1
2059,134809,27743,1
2060,134809,47866,1
2061,134809,91158,1
2062,134809,124978,1
2063,134924,62902,1
2064,134924,73504,1
2065,134924,130129,1
2066,135345,8963,1
2067,135345,57973,1
2068,135345,72505,1
2069,135345,76335,1
2070,135401,14014,1
2071,135401,17162,1
2072,135401,47567,1
2073,135401,68377,1
2074,135401,125551,1
2075,135401,133535,1
2076,135715,11925,1
2077,135715,31508,1
2078,135715,41013,1
2079,135715,133723,1
2080,136059,24761,1
2081,136059,33471,1
2082,136059,41929,1
2083,136059,88090,1
2084,136059,124536,1
2085,136161,9377,1
2086,136161,16090,1
2087,136161,123778,1
2088,136584,8473,1
2089,136584,50903,1
2090,136584,104639,1
2091,136584,117832,1
2092,136635,88186,1
2093,136635,100233,1
2094,136635,103150,1
2095,136635,133636,1
2096,136907,42555,1
2097,136907,83804,1
2098,136907,105825,1
2099,136907,126268,1
2100,136907,136635,1
2101,137216,26507,1
2102,137216,30084,1
2103,137216,42549,1
2104,137216,55849,1
2105,137216,93488,1
2106,137216,127301,1
2107,137286,7240,1
2108,137286,25916,1
2109,137286,33701,1
2110,137286,47605,1
2111,137286,53174,1
2112,137286,65885,1
2113,137286,103597,1
2114,137286,123301,1
2115,137872,5241,1
2116,137872,16101,1
2117,137872,36057,1
2118,137872,78822,1
2119,137872,92136,1
2120,137872,100797,1
2121,137872,101162,1
2122,137967,12796,1
2123,137967,25474,1
2124,137967,44243,1
2125,137967,56336,1
2126,137967,71466,1
2127,137967,120982,1
2128,137967,121102,1
2129,137980,141,1
2130,137980,12932,1
2131,137980,20507,1
2132,137980,70489,1
2133,137980,92462,1
2134,137980,115895,1
2135,138042,8372,1
2136,138042,29351,1
2137,138042,38828,1
2138,138042,45957,1
2139,138042,54907,1
2140,138042,84724,1
2141,138042,85480,1
2142,138042,134924,1
2143,138120,16101,1
2144,138120,25824,1
2145,138120,100797,1
2146,138158,5950,1
2147,138158,28252,1
2148,138158,42755,1
2149,138158,63377,1
2150,138158,76746,1
2151,138158,132450,1
2152,138290,93,1
2153,138290,5656,1
2154,138290,16518,1
2155,138290,31081,1
2156,138290,36441,1
2157,138290,92513,1
2158,138290,101222,1
2159,138328,9601,1
2160,138328,44243,1
2161,138328,46084,1
2162,138328,57973,1
2163,138328,59351,1
2164,138328,91301,1
2165,138328,112054,1
2166,138509,4381,1
2167,138509,16518,1
2168,138509,31081,1
2169,138509,36441,1
2170,138509,38217,1
2171,138509,92513,1
2172,138509,117972,1
2173,138525,11187,1
2174,138525,32343,1
2175,138525,46551,1
2176,138525,97071,1
2177,138525,111376,1
2178,138525,116452,1
2179,138525,123208,1
2180,138734,13103,1
2181,138734,31895,1
2182,138734,121630,1
2183,138802,42807,1
2184,139059,6393,1
2185,139059,92828,1
2186,139059,124323,1
2187,139089,13067,1
2188,139089,18554,1
2189,139089,22390,1
2190,139089,51967,1
2191,139089,83266,1
2192,139089,134247,1
2193,139239,27066,1
2194,139239,43021,1
2195,139239,75279,1
2196,139239,117832,1
2197,139287,47260,1
2198,139287,84399,1
2199,139287,103150,1
2200,139287,106836,1
2201,139348,7240,1
2202,139348,86945,1
2203,139348,104879,1
2204,139348,126472,1
2205,139577,8473,1
2206,139577,21532,1
2207,139577,44723,1
2208,139577,113285,1
2209,139577,113779,1
2210,139577,117888,1
2211,139579,46047,1
2212,139579,69809,1
2213,139579,70826,1
2214,139894,18515,1
2215,139894,39429,1
2216,139894,75452,1
2217,139894,76180,1
2218,139894,104433,1
2219,139999,18678,1
2220,139999,37339,1
2221,139999,60661,1
2222,139999,95801,1
2223,139999,96169,1
2224,139999,116365,1
2225,139999,118762,1
2226,140004,26262,1
2227,140004,49396,1
2228,140004,72068,1
2229,140004,76122,1
2230,140004,85288,1
2231,140004,101278,1
2232,140107,19221,1
2233,140107,56336,1
2234,140107,121102,1
2235,140107,137967,1
2236,140146,10756,1
2237,140146,46202,1
2238,140146,125054,1
2239,140146,126806,1
2240,140313,210,1
2241,140313,38828,1
2242,140313,45957,1
2243,140313,54907,1
2244,140313,70478,1
2245,140313,85480,1
2246,140427,8332,1
2247,140427,22729,1
2248,140427,66826,1
2249,140427,87979,1
2250,140427,105967,1
2251,140427,116094,1
2252,140427,127570,1
2253,140746,45848,1
2254,140746,78236,1
2255,140746,129982,1
2256,141027,22566,1
2257,141027,47023,1
2258,141027,127575,1
2259,141027,128255,1
2260,141127,77153,1
2261,141127,79874,1
2262,141127,107349,1
2263,141127,111451,1
2264,141516,44723,1
2265,141516,76746,1
2266,141516,104639,1
2267,141516,121229,1
2268,141869,23949,1
2269,141869,31453,1
2270,141869,85288,1
2271,141869,88567,1
2272,141869,121619,1
2273,141923,6721,1
2274,141923,8107,1
2275,141923,64861,1
2276,141923,76335,1
2277,141923,96371,1
2278,142071,7565,1
2279,142071,19871,1
2280,142071,24169,1
2281,142071,87074,1
2282,142071,114963,1
2283,142071,130616,1
2284,142071,133160,1
2285,142309,34564,1
2286,142309,49800,1
2287,142309,76854,1
2288,142350,8372,1
2289,142350,16397,1
2290,142350,18322,1
2291,142350,62902,1
2292,142350,78596,1
2293,142350,95369,1
2294,142350,110473,1
2295,142350,128701,1
2296,142350,130129,1
2297,142402,1042,1
2298,142402,43709,1
2299,142402,65771,1
2300,142402,74064,1
2301,142402,116987,1
2302,142402,139348,1
2303,142425,37073,1
2304,142425,60661,1
2305,142425,95801,1
2306,142425,118762,1
2307,142425,139999,1
2308,142495,3987,1
2309,142495,24881,1
2310,142495,104679,1
2311,142495,119163,1
2312,142495,128252,1
2313,142804,24512,1
2314,142804,42549,1
2315,142804,45239,1
2316,142804,57020,1
2317,142804,108307,1
2318,142847,11925,1
2319,142847,45239,1
2320,142847,76314,1
2321,142847,108307,1
2322,142847,108852,1
2323,142847,135715,1
2324,142875,34485,1
2325,142875,41974,1
2326,142875,45467,1
2327,142875,102098,1
2328,142875,116365,1
2329,143047,2423,1
2330,143047,63453,1
2331,143047,75452,1
2332,143047,96399,1
2333,143047,133921,1
2334,143411,24934,1
2335,143411,27592,1
2336,143411,49309,1
2337,143411,81399,1
2338,143411,112743,1
2339,143411,129971,1
2340,143411,130675,1
2341,143486,3987,1
2342,143486,119163,1
2343,143486,142495,1
2344,143521,2139,1
2345,143521,44764,1
2346,143521,66826,1
2347,143521,66925,1
2348,143613,4595,1
2349,143613,14496,1
2350,143613,27928,1
2351,143613,40856,1
2352,145031,5758,1
2353,145031,14441,1
2354,145031,23533,1
2355,145031,104105,1
2356,145031,105825,1
2357,145111,20429,1
2358,145111,23063,1
2359,145111,52563,1
2360,145111,60768,1
2361,145111,69661,1
2362,145111,118272,1
2363,145111,119163,1
2364,145111,128976,1
2365,145252,21326,1
2366,145252,23949,1
2367,145252,31453,1
2368,145252,116452,1
2369,145252,124536,1
2370,145252,141869,1
